video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
0CTgEP0SIVg_000010,chicken crowing,,False,False,"[{""label"": ""bird squawking"", ""modality"": ""audible""}, {""label"": ""lip smacking"", ""modality"": ""audible""}]",audible,"There is no chicken crowing heard in the video. Instead, there are louder bird squawks and lip smacking sounds from the lemur eating.",genuine,The label refers to a specific animal sound that is completely absent from the clip.
0CTgEP0SIVg_000010,cricket chirping,,False,False,"[{""label"": ""bird squawking"", ""modality"": ""audible""}, {""label"": ""lip smacking"", ""modality"": ""audible""}]",audible,No crickets are present or audible in the clip.,genuine,The label refers to an insect sound that is entirely absent from the audio-visual content.
0CTgEP0SIVg_000010,dog howling,,False,False,"[{""label"": ""bird squawking"", ""modality"": ""audible""}, {""label"": ""lip smacking"", ""modality"": ""audible""}]",audible,There is no dog howling audible in the audio track.,genuine,The label refers to a dog sound that is completely absent from the clip.
0FEd3Pd-ksw_000397,car engine idling,,False,True,"[{""label"": ""car engine starting"", ""modality"": ""both""}]",,"The video shows a motorcycle engine being cranked and started, not a car engine idling.",genuine,"A motorcycle is a fundamentally different source from a car, and starting an engine is a distinct event from idling."
0HBJuYt2Eys_000032,beat boxing,,False,False,"[{""label"": ""disc scratching"", ""modality"": ""both""}]",both,"The rhythmic sounds are being produced by the DJ manipulating the turntables and mixer, not through vocal percussion (beat boxing).",genuine,"The sound source is fundamentally different as turntable scratching is mechanical/instrumental, whereas beat boxing is vocal."
0JkiTl-4B5E_000017,playing trumpet,,False,False,"[{""label"": ""playing oboe"", ""modality"": ""both""}]",both,"The instrument shown and heard is an oboe, which is a woodwind instrument, not a trumpet, which is a brass instrument.",genuine,The oboe and trumpet are fundamentally different instruments from different families (woodwind vs. brass).
0Jq6WJLLSIk_000004,children shouting,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",audible,"There is no shouting heard; instead, a male news reporter is speaking in the background audio, and the child character is crying.",genuine,"The audio contains a male reporter speaking and a child crying, which is fundamentally different from children shouting."
0Jq6WJLLSIk_000004,"female speech, woman speaking",,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",audible,The speech heard in the clip is from a male news reporter; no female speech is audible.,genuine,"The speaker is a male news reporter, and no female speech is audible."
0IzhjqyDzt8_000000,airplane,,False,False,"[{""label"": ""church bell ringing"", ""modality"": ""audible""}]",audible,There is no airplane visible in this video; it is a slideshow of Westminster Abbey accompanied by the sound of church bells.,genuine,"The video is a slideshow of a church with the sound of bells, and no airplane is present."
0IzhjqyDzt8_000000,airplane flyby,,False,False,"[{""label"": ""church bell ringing"", ""modality"": ""audible""}]",audible,There is no airplane flyby visible in the video.,genuine,There is no airplane flyby or any other aircraft-related content in the clip.
0IzhjqyDzt8_000000,"male speech, man speaking",,False,False,"[{""label"": ""church bell ringing"", ""modality"": ""audible""}]",audible,No male speech is audible in the clip; the only sound present is that of church bells.,genuine,"The only sound present is that of church bells, with no speech audible."
0NLXz4JgvcQ_000096,people eating crisps,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""people eating"", ""modality"": ""both""}]",both,"The man is not eating crisps; he is talking and holding a jar of salsa and paper, eventually putting a piece of the paper in his mouth.",genuine,The activity involves handling paper and salsa rather than eating crisps.
0NLXz4JgvcQ_000096,wind noise,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""ripping paper"", ""modality"": ""both""}]",both,"There is no visible wind, and the audio is dominated by the man's speech and the sound of rustling paper.",genuine,"The sound is clearly identified as rustling paper and speech, not wind."
0N6S5OoG7Vg_000150,car passing by,,False,True,"[{""label"": ""fire truck siren"", ""modality"": ""both""}, {""label"": ""fire crackling"", ""modality"": ""both""}]",,"The vehicle moving in the clip is a fire truck, not a passenger car. Additionally, a car is shown parked, but none are passing by the camera.",genuine,"A fire truck is fundamentally different from a passenger car, and the validator notes no car is actually passing by."
0NZLG7HMiLg_000590,car engine starting,,False,False,"[{""label"": ""lighting firecrackers"", ""modality"": ""both""}, {""label"": ""people running"", ""modality"": ""visible""}]",,There is no car engine sound or visual present; the video shows a large fireworks display and people running away from it.,genuine,"The video shows fireworks and people running, with no car engine sounds or visuals present."
0OFlTh2_Obo_000030,dog barking,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""dog howling"", ""modality"": ""audible""}]",,There is no dog barking; the sound is a man off-camera imitating a howling noise.,genuine,"The sound source is a human imitating a noise, which is fundamentally different from a dog barking."
0OFlTh2_Obo_000030,dog bow-wow,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""dog howling"", ""modality"": ""audible""}]",,"The sound is a human vocalization imitating a howl, not a dog's bark or bow-wow.",genuine,"The sound is a human vocalization, not an actual animal sound."
0OFlTh2_Obo_000030,mouse pattering,,False,False,[],,There are no mice or any pattering sounds/visuals present in the clip.,genuine,There are no mice or pattering sounds present in the clip.
0OFlTh2_Obo_000030,owl hooting,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""dog howling"", ""modality"": ""audible""}]",,"The sound is a man imitating a howl to entertain the baby, not an actual owl hooting.",genuine,"The sound is a man imitating a howl, which is not an owl hooting."
0Olm321vgk8_000030,female singing,,False,True,"[{""label"": ""male singing"", ""modality"": ""both""}, {""label"": ""playing electric guitar"", ""modality"": ""both""}]",,"The performer is a male singer, not a female, and he is also playing an electric guitar on stage.",genuine,"The performer is male, which is a fundamental category mismatch for a gendered label."
0Olm321vgk8_000030,"female speech, woman speaking",,False,True,"[{""label"": ""male singing"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",,The performer is male and is singing rather than speaking. A crowd of people is also visible and audible in the background.,genuine,"The performer is a male singer, contradicting both the gender and the activity in the label."
0OH28bnOdEE_000058,"child speech, kid speaking",,False,True,"[{""label"": ""female speech  woman speaking"", ""modality"": ""audible""}, {""label"": ""people giggling"", ""modality"": ""both""}]",,There is no child speaking in the video; the voices belong to an adult male and a woman laughing and speaking off-camera.,genuine,"The label incorrectly identifies the demographic of the speakers, which is a fundamental category error."
0QYedLfOwcI_000040,dog whimpering,,False,True,"[{""label"": ""people farting"", ""modality"": ""audible""}]",,"The sounds in the video are clearly farting noises rather than whimpering; the woman in the video even asks the dog if it just farted. While the dog is visible on screen, it is not whimpering.",genuine,Farting sounds are fundamentally different in nature and biological source from vocal whimpering.
0Rqa18lmDtw_000153,elk bugling,,False,False,"[{""label"": ""driving motorcycle"", ""modality"": ""both""}]",both,There are no elks in the video; it is a parking lot with a motorcycle and a person.,genuine,"The label identifies an animal that is entirely absent from the video, which features a motorcycle instead."
0UJpeR9-ayg_000213,planing timber,,False,True,"[{""label"": ""lathe spinning"", ""modality"": ""both""}]",,"The video shows a piece of wood being turned and drilled on a lathe, which is distinct from the process of planing timber. The sound of the lathe motor is clearly audible.",genuine,Lathe turning and timber planing are distinct mechanical processes with different visual and audio characteristics.
0WTf_N9NPDw_000023,people eating,,False,True,[],,"The video shows a person handling and tapping a green apple, but no eating occurs.",genuine,"The action of eating is completely absent from the clip, as the person is only handling the apple."
0WTf_N9NPDw_000023,people eating apple,,False,True,[],,"Although a green apple is present, there is no action of eating being performed.",genuine,The specific action described by the label is not performed in the video.
0W1En_XsDnM_000000,people crowd,,False,False,[],,There is no crowd of people visible or audible in this video; it primarily features one person at a gas station.,genuine,The label refers to a crowd which is entirely absent as only a single individual is present.
