video_id,label,modality,exists,confidence,reason
0IyXjTa_wmQ_000111,"bird chirping, tweeting",AV,True,1.0,"The chirping/tweeting sounds of the baby birds are clearly heard, and they are visible in the nest throughout the video."
0FEd3Pd-ksw_000397,"engine accelerating, revving, vroom",AV,False,1.0,"The video shows a motorcycle engine starter motor cranking, but the engine does not start, run, or rev, so there is no engine accelerating, revving, or vroom sound or visual action."
0B7fwvTtvLM_000000,wind noise,A,False,1.0,The audio consists solely of a basketball-like medicine ball being bounced against a wall indoors; there is no wind noise audible.
-z3n74RK92U_000006,"male speech, man speaking",A,True,0.9,A man's voice is briefly audible speaking around the 5-second mark of the video.
0Jq6WJLLSIk_000004,children shouting,A,True,0.85,The crying/screaming sound of the young character (George) starting around 0:05 is audible in the audio track.
030h_KwNm-g_000003,wind rustling leaves,AV,False,0.9,"While there is a slight wind rumble audible in the microphone, there is no distinct sound of leaves rustling, nor are there close-up shots of leaves rustling in the wind visually."
0DzsPL-xElE_000020,chainsawing trees,AV,False,1.0,"The chainsaw is being revved while sitting in a truck bed, but it is not actually being used to cut or saw any trees."
0E6KS8B6DMc_000540,playing drum kit,AV,True,1.0,The drummer is clearly seen and heard playing the drum kit starting around 0:04.
0E6KS8B6DMc_000540,playing snare drum,AV,True,1.0,"The drummer is seen striking the snare drum with drumsticks, and the distinct sound of the snare drum is clearly audible from 0:04 onwards."
0IqPUUWnnd8_000085,"child speech, kid speaking",A,True,0.9,"At the very end of the video, around 0:08, a child's voice can be heard saying 'That's'."
0IqPUUWnnd8_000085,"female speech, woman speaking",A,False,0.9,There is no adult female speaking in the video; the only speech heard is from a child.
0NZLG7HMiLg_000590,car engine starting,AV,False,1.0,There is no car shown starting its engine in either the visual or the audio of the video; the video features fireworks going off in a field with onlookers.
0Olm321vgk8_000030,female singing,AV,False,1.0,"The performer on stage is male, and the vocals heard in the audio are also from a male singer, not a female."
0RKgmvzhBA4_000040,"bird chirping, tweeting",A,True,0.9,High-pitched chirping and tweeting sounds from the birds (chickens/chicks) are audible throughout the video clip.
0R85JknaH-w_000090,people sniggering,A,True,0.9,"At the very beginning of the video (around 00:00 to 00:02), you can hear the person behind the camera sniggering/giggle-snorting, and there is light laughing throughout the clip."
0Q1uQL5SL7U_000495,yodelling,AV,False,1.0,There is no yodelling in either the vocal performance or the background audio of this video clip. The singer is celebrating after receiving a golden ticket on Chinese Idol.
0NIE-eDk92M_000029,playing drum kit,AV,False,0.95,"The instrument being played is a pair of conga drums (hand percussion), not a drum kit (which typically consists of a bass drum, snare, toms, and cymbals played with sticks)."
0Rqa18lmDtw_000153,elk bugling,V,False,1.0,There is no elk present in the video clip; the scene is a motorcycle riding in a parking lot.
0WTf_N9NPDw_000023,people eating,V,False,1.0,There is no eating activity visible in the video; the hands are only touching and scratching the apple.
0WTf_N9NPDw_000023,people eating apple,V,False,1.0,"The hands are holding and scratching the apple, but no one is shown eating it."
0G50t4FlbIA_000060,"female speech, woman speaking",AV,True,0.9,The girls on the ride are screaming words like 'No!' and 'Oh my god!' which can be clearly heard and seen from their lip movements.
0Cl6hXpryhY_000030,people eating,A,False,0.9,"The audio consists of monster growling, squelching/tearing sound effects, and high-pitched screaming, but there is no sound of humans chewing or eating food."
0OFlTh2_Obo_000030,"male speech, man speaking",A,False,1.0,The only voice heard in the clip is a female voice speaking to the baby; there is no male speech or man speaking.
0OFlTh2_Obo_000030,mouse pattering,V,False,1.0,There is no mouse visible in the video; the video only shows a baby sitting in a high chair.
0UJpeR9-ayg_000213,planing timber,AV,False,1.0,"The video shows a drill bit being used to drill a hole into a spinning piece of wood on a lathe, which is not the process of planing timber (shaving/smoothing the surface of wood)."
0U7mQ5GYMX8_000300,people crowd,V,False,0.8,"Only a few individual people are visible in the audience and on stage, which does not constitute a crowd."
0RHZd1P_H2s_000240,"female speech, woman speaking",A,True,0.8,There is a quiet whispered speech by a female voice heard at the beginning of the video from around 0:01 to 0:04.
0MdeE8BM9RI_000035,cap gun shooting,AV,False,1.0,"There is no cap gun being shot in the video; instead, there is a device with an alligator clip that produces a vibrating electrical buzzing sound when placed against metal."
0MdeE8BM9RI_000035,civil defense siren,AV,False,1.0,No civil defense siren is heard or seen in this video.
0MdeE8BM9RI_000035,cutting hair with electric trimmers,AV,False,1.0,There are no electric hair trimmers being used to cut hair in this clip.
0MdeE8BM9RI_000035,electric grinder grinding,AV,False,1.0,No electric grinder is present or seen grinding materials in the clip.
0MdeE8BM9RI_000035,"electric shaver, electric razor shaving",AV,False,1.0,"Although the buzzing sound is somewhat similar to an electric shaver, there is no electric shaver or razor being used to shave anything in this video."
-xQbyezhw_k_000040,"child speech, kid speaking",A,False,0.8,"Although a child's voice makes simple vocalizations ('oh') around 0:07, there is no actual speech or spoken words from a child in the video."
0JkiTl-4B5E_000017,playing trumpet,AV,False,1.0,"The instrument shown and heard in the video is an oboe, not a trumpet."
0LwSy-xZSPw_000112,female singing,AV,True,0.95,"A young female singer is performing on stage, and her singing voice is heard throughout the clip while she is shown singing into the microphone."
0LwSy-xZSPw_000112,singing choir,AV,False,0.99,"There is only a solo performer singing on stage, not a choir."
08mf5GxT820_000030,ambulance siren,A,False,1.0,There is no ambulance siren sound in the video; only electronic music is playing.
08mf5GxT820_000030,"female speech, woman speaking",A,False,1.0,There is no speech of any kind in the video; only electronic music is playing.
08mf5GxT820_000030,mosquito buzzing,A,False,1.0,There is no mosquito buzzing sound in the video.
08mf5GxT820_000030,people whistling,V,False,1.0,There are no people whistling visible in the video; only a person's legs and high heels are shown.
08mf5GxT820_000030,playing oboe,AV,False,1.0,There is no oboe being played visually or audibly in the video.
08mf5GxT820_000030,"rowboat, canoe, kayak rowing",V,False,1.0,"There is no rowboat, canoe, kayak, or rowing activity visible in the video."
08mf5GxT820_000030,tap dancing,V,False,1.0,"The person is walking and stepping in high heels, not performing tap dancing."
-ziWHyk_fYQ_000106,"fly, housefly buzzing",A,False,1.0,"The sound heard in the video is a mechanical warning siren winding down, not a fly or housefly buzzing."
0QYedLfOwcI_000040,dog whimpering,AV,False,1.0,There is no sound of a dog whimpering in the video. The only sounds are made by the person behind the camera making raspberry/mouth fart sounds and saying 'Huh?'.
0fqtA_ZBn_8_000030,playing cello,A,False,0.9,"The instrument playing in the background accompaniment is a violin, which is typical for Carnatic music, not a cello."
007P6bFgRCU_000010,orchestra,AV,False,1.0,"The musical ensemble shown and heard is a small jazz quintet, which does not constitute an orchestra."
007P6bFgRCU_000010,playing clarinet,AV,False,1.0,There is no clarinet being played in the video; the woodwind instrument played is a saxophone.
0dUL0EweBEY_000423,lathe spinning,AV,False,1.0,"There is no lathe spinning present in either the video's audio or visual tracks; instead, we see a man working on a plastic bottle next to a hand drill on a table."
0dUL0EweBEY_000423,orchestra,A,False,1.0,There is no orchestral music or sound in the audio track of the video.
10aF24rMeu0_000030,bird squawking,A,False,0.8,"The bird sounds heard in the background are specifically geese honking, not bird squawking."
10aF24rMeu0_000030,goose honking,A,True,0.95,Canada geese honking sounds can be clearly heard in the background throughout the video.
17Fh7LMMzhc_000070,playing ukulele,A,False,0.9,"The audio track features an acoustic or classical guitar playing, not a ukulele, which has a distinctively higher pitch and brighter timbre."
0fsFWLev-q4_000257,strike lighter,AV,False,1.0,"There is no strike lighter visible or audible in the video; instead, the video shows a person using a syringe to put liquid into a battery."
-3rHVsIj1M8_000030,"engine accelerating, revving, vroom",AV,False,0.9,"The video features a constant, low-frequency engine hum and wind noise, but there is no audible or visual indication of the engine accelerating, revving, or making a 'vroom' sound."
06pzMwo6VHA_000120,"playing marimba, xylophone",A,True,1.0,The background music features a prominent marimba/xylophone melody playing throughout the entire clip.
0cNYPgD6cEA_000030,"female speech, woman speaking",V,False,1.0,There is no woman visible in the video; the only person shown is a man.
0cNYPgD6cEA_000030,fireworks banging,A,False,1.0,There are no sounds of fireworks banging in the audio; only acoustic guitar and male vocals are audible.
0cNYPgD6cEA_000030,playing acoustic guitar,AV,True,1.0,"The man in the video is visibly playing an acoustic guitar, and the sound of the acoustic guitar is clearly heard in the audio track."
0g4SlqjORM4_000080,playing piano,A,False,0.9,"The audio features an orchestral introduction played by strings and winds, but no piano is audible during this 10-second segment."
126AbihZt28_000009,"child speech, kid speaking",AV,True,0.95,"At around 0:07, the young girl riding the horse says 'Woah' in response to an instruction. Both her voice is heard (audio) and she is clearly visible on the screen (visual)."
0pHTgC1Frnw_000350,playing glockenspiel,AV,False,1.0,"There is no glockenspiel or person playing a glockenspiel visible in the video, even though the background music may feature a similar sounding instrument."
0PTCfwsOPss_000045,playing bugle,AV,False,1.0,"Although a bugle call is heard clearly on the audio track, there is no visual representation of a bugle or anyone playing it in the video, which only shows a static text slide."
